assestment;text;author;source
Fałsz;W ciągu ostatnich 10 czy tam 12 lat partie polityczne wzięły na dotacje miliard złotych i o tym się praktycznie nie mówi, miliard złotych zostało zabranych obywatelom, czyli około stu milionów rocznie.;Paweł Kukiz;['wypowiedź']
Fałsz;W Niemczech ma pan regulację ze starego okresu, że musi pan użyć konkretnie ileś kilogramów świeżego chmielu do piwa.;Janusz Palikot;['wypowiedź']
Manipulacja;85% Polaków popiera in vitro, 70% chce związków partnerskich, 60% uprawia seks przedmałżeński i stosuje antykoncepcję. To dlaczego 49% popiera PiS?;Joanna Senyszyn;['wypowiedź']
Fałsz;Z funduszu gwarancyjnego dołożono do naprawy tych SKOK-ów ok. 3,5 miliarda złotych.;Marek Sawicki;['wypowiedź']
Prawda;Bezrobocie w województwie dolnośląskim jest już poniżej 10%, a więc poniżej średniej krajowej.;Marek Sawicki;['wypowiedź']
Prawda;Premier ostatni raz był w Słupsku siedem lat temu, siedem lat czekaliśmy na to żeby przyjechał do nas premier.;Robert Biedroń;['wypowiedź']
Fałsz;26 proc. bezrobotnych to młodzi ludzie.;Robert Biedroń;['wypowiedź']
Prawda;To jest nie do zrobienia (chodzi o nie wprowadzenie euro – przyp. red.), ponieważ tutaj potrzebne jest referendum i potrzebna jest zmiana konstytucji, tutaj my dzisiaj nie mamy innej drogi, jak euro.;Robert Biedroń;['wypowiedź']
Prawda;Wczoraj słyszę w Krynicy na Forum [Ekonomicznym], że pani przyszła premier ewentualnie, pani poseł Szydło obiecuje wzrost wydatków na obronność o kolejne 17 miliardów złotych.;Marek Sawicki;['wypowiedź']
Prawda;Na liście Prawa i Sprawiedliwości znajduje się Mariusz Kamiński, który jest z wyrokiem, co prawda jeszcze nie do końca prawomocnym, ale wyrokiem 3-letniego pozbawienia wolności.;Marek Sawicki;['wypowiedź']
Prawda;Dzisiaj średnia wieku pielęgniarek jest ok. 50 lat.;Elżbieta Witek;['wypowiedź']
Prawda;Kiedy w 2006r. była susza, rząd PIS Jarosława Kaczyńskiego podjął decyzję i wtedy 0,5 mld złotych zostało przeznaczone na pomoc dla polskiej wsi.;Beata Szydło;['wypowiedź']
Prawda;My – w skali Europy – mamy najmniej ludności imigranckiej w stosunku do mieszkańców.;Marcin Święcicki;['wypowiedź']
Fałsz;Ludwik Dorn jest poza Prawem i Sprawiedliwością już blisko 8 lat.;Joanna Mucha;['wypowiedź']
Manipulacja;Leszek Miller był w Samoobronie.;Joanna Mucha;['wypowiedź']
Prawda;Jesteśmy otwarci chociażby na Ukraińców. 830 tys. wiz w zeszłym roku, to o czymś świadczy. 65 tys. wniosków w tym roku – też o czymś świadczy.;Rafał Rogala;['wypowiedź']
Prawda;Piasecki: To byli przede wszystkim Rosjanie i Czeczeni.;Rafał Rogala;['wypowiedź']
Prawda;W 2013 roku do Polski przyjechało 15 tys. osób, które złożyły wnioski o nadanie statusu uchodźcy;Rafał Rogala;['wypowiedź']
Prawda;W sprawie lasów, PiS już raz miał szansę się wypowiedzieć przy zmianie Konstytucji. To wtedy PiS tę zmianę Konstytucji gwarantującą nienaruszalność własności lasów państwowych, to PiS tę zmianę ustawy konstytucyjnej odrzucił.;Waldemar Pawlak;['wypowiedź']
Prawda;Trzecia kwestia czyli ustawa o rozstrzyganiu wątpliwości na rzecz podatnika, została uchwalona i podpisana przez prezydenta.;Waldemar Pawlak;['wypowiedź']
Manipulacja;Za rok... obcokrajowcy będą mogli kupić ziemię w Polsce.;Paweł Kukiz;['wypowiedź']
Prawda;Nie wszedł [do parlamentu] Paweł Poncyljusz, który dostał głosów 25 tysięcy.;Paweł Kukiz;['wypowiedź']
Prawda;Kodeks Wyborczy pozwala mi na wystawienie jedynie 920 kandydatów.;Paweł Kukiz;['wypowiedź']
Prawda;W Wielkiej Brytanii wystarczy zebrać 10 podpisów pod kandydaturą, wpłacić 500 funtów kaucji.;Paweł Kukiz;['wypowiedź']
Prawda;Tylko ja w całym sejmie głosowałem przeciw tej idiotycznie ustawie. Teraz walczę o to, by w przyszłym sejmie w takich głosowaniach bylo co najmniej kilkudziesięciu sensownych posłów z list Partia KORWiN.;Przemysław Wipler;['wypowiedź']
Fałsz;W Niemczech, gdy rosła konsumpcja piwa przez lata ciągnęła za tym produkcję chmielu. W Polsce ma pan dwudziestokrotny wzrost spożycia piwa i spadek produkcji chmielu.;Janusz Palikot;['wypowiedź']
Prawda;Senatorowie Polskiego Stronnictwa Ludowego ratując Bronisława Komorowskiego głosowali za [wyrażeniem zgody na] referendum.;Marcin Mastalerek;['wypowiedź']
Prawda;Na Ukrainie i na Białorusi partie nie są finansowane z budżetu.;Marcin Mastalerek;['wypowiedź']
Manipulacja;Wcześniej pani Mucha... dopłaciła do koncertu gwiazdy światowej... państwo polskie musiało dopłacić prawie 6 mln złotych do tego koncertu.;Marcin Mastalerek;['wypowiedź']
Fałsz;Przypomnę, że również Prawo i Sprawiedliwość wybrało i głosowało za Krzysztofem Kwiatkowskim [jako prezesem NIK].;Cezary Tomczyk;['wypowiedź']
Manipulacja;Zdecydowana  większość rodziców w różnych badaniach, 70-90 % tych którzy  puścili  swoje dzieci 6-letnie do szkoły są z tego faktu zadowoleni.;Joanna Mucha;['wypowiedź']
Prawda;Prawo i Sprawiedliwość w 2005 roku w swoim programie wyborczym miało zapis,że by sześciolatki poszły do szkół.;Joanna Mucha;['wypowiedź']
Nieweryfikowalne;Nie 6 milionów ludzi (podpisało się pod wnioskami referendalnymi), bo to są w zdecydowanej części ludzie,którzy złożyli 3 podpisy pod trzema różnymi wnioskami referendalnymi.;Joanna Mucha;['wypowiedź']
Fałsz;Są już ostateczne decyzje dotyczące podziału środków europejskich z nowej perspektywy (...) 70 % tych środków europejskich będzie teraz wydawane przez samorządy.;Joanna Mucha;['wypowiedź']
Prawda;To Platforma Obywatelska już w marcu złożyła projekt zmian w konstytucji i próbowała te zmiany [dot. Lasów Państwowych] przegłosować na sali w grudniu.;Ewa Kopacz;['wypowiedź']
Prawda;Proszę mi wierzyć, że były też wnioski [referendalne], które też mają podpisy zebrane i akurat w te [prezydent] się nie wsłuchał.;Ewa Kopacz;['wypowiedź']
Prawda;Mamy w dalszym ciągu ustawowo zapisaną regułę wydatkową.;Ewa Kopacz;['wypowiedź']
Prawda;Pamiętam również te projekty obywatelskie, które z poprzednich kadencji były składane do parlamentu wtedy kiedy również okazję miał rozpatrywać to klub Prawa i Sprawiedliwości i marszałek z tego klubu. Proszę mi wierzyć poza jednym, żaden z nich tak naprawdę nie został rozpatrywany – one były mrożone na poziomie komisji.;Ewa Kopacz;['wypowiedź']
Fałsz;W żadnym z krajów Europy nie pomyślano, by partie finansować inaczej jak z budżetu.;Jerzy Wenderlich;['wypowiedź']
Fałsz;Już dwa lata temu, gdy wojewoda Miller likwidował 12 lokalnych dyspozytorni.;Arkadiusz Mularczyk;['wypowiedź']
Prawda;To klub parlamentarny Platformy [Obywatelskiej] wniósł projekt [ustawy antysmogowej], a nie rząd premier Kopacz.;Arkadiusz Mularczyk;['wypowiedź']
Prawda;Musimy pamiętać, że ta ustawa [antysmogowa] będzie w dużej mierze eliminowała możliwość ogrzewania przez piecyki węglowe. W sytuacji, gdy 70% ludzi na terenach południowej Polski tak się ogrzewa.;Arkadiusz Mularczyk;['wypowiedź']
Prawda;Prawica ma szansę na świetny wynik w regionie nowosądeckim, w ogóle w Małopolsce. Ostatnio było tam 7 mandatów na 10.;Arkadiusz Mularczyk;['wypowiedź']
Prawda;10 lat temu startowałem [w wyborach parlamentarnych] z 6. miejsca. To pozwoliło mi zrobić trzeci wynik.;Arkadiusz Mularczyk;['wypowiedź']
Prawda;Mandat poselski w Polsce jest mandatem wolnym. To oznacza, że nie jest się posłem tylko w tym okręgu, gdzie zostało się wybranym. Jest się posłem ogólnopolskim.;Jarosław Sellin;['wypowiedź']
Prawda;Ale tam [na Węgrzech] był dużo większy odsetek ludzi, którzy brali te kredyty [we Frankach].;Leszek Balcerowicz;['wypowiedź']
Prawda;Według “The Economist” Polska w tym roku będzie miała 3,4 proc. wzrostu PKB.;Leszek Balcerowicz;['wypowiedź']
Fałsz;Są badania, które wskazują, że ze względu na demografię za 20 lat będzie 2,5 mln mniej Polaków w wieku produkcyjnym;Leszek Balcerowicz;['wypowiedź']
Prawda;Wystarczy przypomnieć, że za ich dwuletnich rządów, według oficjalnych danych MPiPS przybyły dwa żłobki. Kiedy obejmowali władze w Polsce, było 371 żłobków, a kiedy oddawali 373! Dzisiaj żłobków w Polsce jest blisko 1800.;Ewa Kopacz;['wypowiedź']
Prawda;Jeżeli już nawet jest ta praca to często nie stwarza podstawowych gwarancji dla ludzi, którzy pracują na te umowy “śmieciowe”, gdzie Polska jest przecież rekordzistą.;Zbigniew Ziobro;Radio Maryja, 13.08.2015
Prawda; ;Leszek Balcerowicz;['wypowiedź']
Fałsz;Lincoln przegrał chyba nawet 11 razy i 8 miesięcy przed tym jak został prezydentem nie dostał się do senatu.;Janusz Palikot;['wypowiedź']
Fałsz;Mamy z Niemcami ponad 40% wymiany handlowej.;Janusz Palikot;['wypowiedź']
Prawda;@RyszardPetru: Taki skrajny populizm na Węgrzech sprawił, że VAT musiał być podniesiony do 27 proc. @tvn24;Ryszard Petru;['wypowiedź']
Fałsz;Z dumą mogę powiedzieć, że w okresie sprawowania urzędu rekordowa część Polaków miała do mnie zaufanie.;Bronisław Komorowski;['wypowiedź']
Manipulacja;Wszystkie moje weta były przyjęte przez większość rządową.;Bronisław Komorowski;['wypowiedź']
Prawda;Ciągle kłamliwe info,że konkordat to dzieło SLD.My przez 4lata 1993-1997)od popisania przez Suchocką nie dopuściliśmy do ratyfikacji.;Joanna Senyszyn;['wypowiedź']
Prawda;Kancelaria Prezesa Rady Ministrów nie poniosła żadnych dodatkowych kosztów dlatego że mamy podpisaną umowę ryczałtową na transport.;Cezary Tomczyk;['wypowiedź']
Prawda;Rozdzieliliśmy [rząd PO-PSL] funkcję Prokuratora Generalnego i Ministra Sprawiedliwości.;Cezary Tomczyk;['wypowiedź']
Prawda;Mamy też uchwalenie ustawy o in vitro... stało się to przed kampanią wyborczą.;Cezary Tomczyk;['wypowiedź']
Fałsz;Zdecydowaliśmy też o tym, że 120 mln zł będzie przeznaczonych dla Wrocławia, który będzie europejską stolicą kultury w przyszłym roku.;Cezary Tomczyk;['wypowiedź']
Fałsz;Na posiedzeniu rządu we Wrocławiu przyjęliśmy informację chociażby o bardzo ważnym programie antypowodziowym za 4 mld zł.;Cezary Tomczyk;['wypowiedź']
Fałsz;Na szczęście zmieniliśmy regulację w tym zakresie jeżeli chodzi w ogóle o akty prawne już kilka lat temu i w tym momencie zawsze trzeba podać źródło finansowania [w kontekście planowanych inicjatyw ustawodawczych prezydenta].;Cezary Tomczyk;['wypowiedź']
Prawda;Po śmierci Lecha Kaczyńskiego, po tym jak były wybory, był prezydent-elekt Bronisław Komorowski, który nie przemawiał 31 lipca, przemawiał natomiast pełniący obowiązki prezydenta Marszałek Sejmu Grzegorz Schetyna.;Hanna Gronkiewicz-Waltz;['wypowiedź']
Fałsz;Mamy ponad 40 tys. Ukraińców, którzy tu są na pobycie stałym, a także Białorusinów, Czeczenów.;Ewa Kopacz;['wypowiedź']
Prawda;Warto dodać, że wszelkie koszty pobytu uchodźców pokryje Unia Europejska.;Ewa Kopacz;['wypowiedź']
Prawda;Dzięki rządowemu programowi in vitro na świat przyszło 2,6 tys. dzieci.;Ewa Kopacz;['wypowiedź']
Prawda;Od przyszłego roku “ozusowane” będą wszystkie umowy zlecenia.;Ewa Kopacz;['wypowiedź']
Prawda;Zawsze też byliśmy za likwidacją finansowania partii z budżetu.;Ewa Kopacz;['wypowiedź']
Manipulacja;PO wprowadziła JOW-y w samorządach i w Senacie.;Ewa Kopacz;['wypowiedź']
Prawda;Sejm rozdzielił funkcje prokuratora generalnego i ministra sprawiedliwości.;Ewa Kopacz;['wypowiedź']
Prawda;To PO doprowadziła już trzy lata temu do objęcia SKOK-ów nadzorem KNF i gwarancjami BFG.;Ewa Kopacz;['wypowiedź']
Prawda;O skali problemu najlepiej mówi kwota, jaką Bankowy Fundusz Gwarancyjny musiał płacić za nieprawidłowości w SKOK-ach: ponad 3 mld zł.;Ewa Kopacz;['wypowiedź']
Prawda;W biurze RPO pracuje 300 osób.;Adam Bodnar;Onet, 15.06.2015
Prawda;Wsparło mnie ponad 50 organizacji pozarządowych.;Adam Bodnar;Onet, 14.06.2015
Manipulacja;Państwo nie ma żadnego wpływu na treść tego nauczania [religii w szkołach] ani na to, kto naucza.;Adam Bodnar;Gazeta Wyborcza, 11.07.2015
Prawda;W samej Warszawie jest około 2 tysięcy osób, które z różnych powodów są bezdomne.;Adam Bodnar;Polska the Times, 03.07.2015
Prawda;Kolejna sprawa – wolność słowa. Jesteśmy obecnie na 18. miejscu w rankingu Reporterów bez Granic.;Adam Bodnar;Polska the Times, 03.07.2015
Prawda;[Radosław Sikorski] Miał 90 tys. głosów w 2011 roku.;Małgorzata Kidawa-Błońska;['wypowiedź']
Prawda;Musimy pamiętać, że prace nad projektami ustaw rozpoczęte w tej kadencji nie przechodzą na następną.;Małgorzata Kidawa-Błońska;['wypowiedź']
Manipulacja;#Miller w TOK FM:Jesteśmy za wprowadzeniem podatku od spekulacji finans. 11 krajów wprowadza taki podatek,a Polska boi się londyńskiego City;Leszek Miller;['wypowiedź']
Fałsz;Niewiele ponad 30% polskiego PKB to są płace, co jest jednym z najniższych wyników w całej Europie;Justyna Samolińska;['wypowiedź']
Manipulacja;Pozapłacowe koszty pracy w Polsce należą do najniższych w Europie, i należą do znacznie niższych niż innych krajów w regionie. W Polsce one wynoszą ok. 18 % płacy a np. w Czechach czy Słowacji wynoszą 26, 27%.;Justyna Samolińska;['wypowiedź']
Fałsz;Prezydent Eisenhower, którego za lewicowca trudno uznać, wprowadził 93-procentową stawkę od dochodów powyżej miliona dolarów.;Adrian Zandberg;['wypowiedź']
Prawda;Oni (PIS) przecież zlikwidowali trzecią stawkę podatku dochodowego i podatek spadkowy od wielkich majątków.;Adrian Zandberg;['wypowiedź']
Prawda;Pamiętajmy, że to SLD obniżył podatki dla bogatych biznesmenów, wprowadzając dla nich podatek liniowy.;Jakub Baran;['wypowiedź']
Prawda;66% Polaków nie zarabia średniej krajowej.;Marcelina Zawisza;['wypowiedź']
Prawda;W wyborach do sejmu trzeba wystawić minimalnie tyle kandydatów i kandydatek, ile jest mandatów, a maksymalnie dwa razy więcej.;Marcelina Zawisza;['wypowiedź']
Fałsz;Rafał Trzaskowski: Jeżeli chodzi o kwestię kadencyjności [posłów] to mnie dziwi, dlatego że populizmu się po panu nie spodziewałem.;Rafał Trzaskowski;['wypowiedź']
Prawda;Rafał Trzaskowski: Jeżeli chodzi o kwestię kadencyjności [posłów] to mnie dziwi, dlatego że populizmu się po panu nie spodziewałem.;Ryszard Petru;['wypowiedź']
Prawda;Polska rozwijała się najszybciej w Unii Europejskiej [w czasie rządów PO-PSL].;Rafał Trzaskowski;['wypowiedź']
Prawda;Dzisiaj premier Kopacz... podnosi bramki na autostradach wydając na to 50 mln zł.;Ryszard Petru;['wypowiedź']
Fałsz;Ustawa o VAT była nowelizowana 500 razy.;Ryszard Petru;['wypowiedź']
Fałsz;...nowoczesny system poboru opłat na autostradach w 2017.;Ryszard Petru;['wypowiedź']
Prawda;Ale nie może być tak że po ośmiu latach mówi się – ordynacja podatkowa w 2017 roku.;Ryszard Petru;['wypowiedź']
Prawda;Od momentu, w którym wprowadzono rządowy program [in vitro], w 2013 roku, urodziło się blisko 2600 dzieci.;Ewa Kopacz;['wypowiedź']
Fałsz;W Polsce mamy stosunkowo dużo prokuratorów bo ok. 5 tysięcy, ale 2 tys. z tych prokuratorów nie prowadzi żadnego postępowania.;Jarosław Gowin;['wypowiedź']
Manipulacja;Zasada kontradyktoryjności i nowy Kodeks Postępowania Karnego miały być dopełnione przez nową ustawę o prokuraturze przygotowałem tę nową ustawę jeszcze w roku 2012. Wtedy Donald Tusk nie nadał biegu tej ustawie, a potem Cezary Grabarczyk wyrzucił ten projekt do kosza.;Jarosław Gowin;['wypowiedź']
Fałsz;Taki pomysł istnieje od 2012 r.(na walkę z dopalaczami) wtedy ten projekt zgłosił Klub Parlamentarny PIS ten projekt przewiduje, żeby dany specyfik czyt. dopalacz był dopuszczony do obrotu, do handlu to musi być na to zgoda przy spełnieniu procedur takich jak zgoda na obrót lekiem.;Jarosław Gowin;['wypowiedź']
Manipulacja;70-80 proc. Polaków popiera metodę in vitro.;Tomasz Nałęcz;['wypowiedź']
Prawda;Z tych minionych 8 lat... Polska była jedynym krajem w całej Unii Europejskiej, który nie miał okresu spadku PKB tylko cały czas u nas wzrastał.;Marcin Święcicki;['wypowiedź']
Prawda;Od roku 2007 do roku 2014 Polska w rankingu korupcyjnym prowadzonym przez międzynarodowe firmy i organizacje, podniosła się z pozycji 61. na 35.;Marcin Święcicki;['wypowiedź']
Prawda;W Polsce jest około 7 milionów dzieci, liczymy tutaj osoby do 18. roku życia.;Joanna Mucha;['wypowiedź']
Prawda;Reforma emerytalna, przechodzenie do wieku 67 lat, jest rozłożona aż do roku 2040.;Marcin Święcicki;['wypowiedź']
Prawda;Wczoraj przyjęto “Program dla Śląska”, pani premier go szumnie ogłasza, jednocześnie w tym samym dniu 400 ludzi którzy pracują na kopalni “Budryk” otrzymuje wypowiedzenia.;Beata Szydło;['wypowiedź']
Manipulacja;Myśmy [PiS] składali jeszcze w 2011 roku i potem ponawialiśmy też projekt ustawy, wtedy proponowaliśmy żeby przewalutować [kredyty zaciągnięte we frankach szwajcarskich] z takim podziałem ryzyka pomiędzy klientem, a bankiem.;Beata Szydło;['wypowiedź']
Prawda;Problem zaczął się już od momentu kiedy Grecja została przyjęta do strefy euro, w 2001 roku, dlatego że oni kompletnie nie spełniali tych wymogów, które były stawiane i nie byli do nich przygotowani.;Beata Szydło;['wypowiedź']
Fałsz;W Wielkiej Brytanii chyba do lat dziewięćdziesiątych był zakazany homoseksualizm, do końca lat osiemdziesiątych, a w Polsce tego nie było.;Monika Olejnik;['wypowiedź']
Prawda;Mieliśmy najlepszy przykład Wielkiej Brytanii (odnośnie JOW) jeżeli ponad 3 mln głosów oddane na jedną formacje polityczną, kilkunasto procentowy wynik w skali kraju i on daje jednego posła i to nawet nie szefa tego ugrupowania.;Władysław Kosiniak-Kamysz;TVP 1, 02.07.2015
Fałsz;Sektor usług wspólnych, w którym Polska jest jednym z liderów na świecie ma już ok. 200 tys. miejsc pracy to jest 2 razy tyle co w górnictwie, to jest przyrost ok. 20 tys. rok do roku.;Władysław Kosiniak-Kamysz;TVP 1, 02.07.2015
Manipulacja;Emigracja była najwyższa zaraz po wejściu do Unii, a teraz utrzymuje się na pewnym stabilnym poziomie.;Władysław Kosiniak-Kamysz;TVP 1, 02.07.2015
Fałsz;Korweta „Gawron” miała być przerobiona przez rząd PO i PSL na żyletki. Odrodziła się jako ORP „Ślązak”. Dobre i to.;Leszek Miller;['wypowiedź']
Fałsz;Ale czy nie może być inicjatywa poselska(w sprawie referendum), bo jest też, może być inicjatywa poselska, wystarczy chyba sześćdziesięciu trzech posłów i Sejm może przegłosować referendum.;Monika Olejnik;['wypowiedź']
Prawda;Teraz sąd drugiej instancji będzie mógł we własnym zakresie przeprowadzić postępowanie dowodowe zmienić pewne ustalenia, usunąć uchybienia;Borys Budka;['wypowiedź']
Prawda;Do tej pory było tak(...), że sąd niejako zastępował strony, on z urzędu przeprowadzał dowody dążył do jeszcze raz niejako wyjaśnienia okoliczności sprawy;Borys Budka;['wypowiedź']
Prawda;ustawa miała długie vacatio legis czyli czas przygotowania, ale potem musiała być poprawiona i po tej poprawie jest krótszy czas;Irena Lipowicz;['wypowiedź']
Prawda;Nie została ruszona procedura na etapie postępowania przygotowawczego.(...) jest co do zasady inkwizycyjna;Ryszard Kalisz;['wypowiedź']
Prawda;Reforma wprowadza kontradyktoryjność tylko i wyłącznie do etapu sądowego postępowania karnego;Ryszard Kalisz;['wypowiedź']
Prawda;Jeżeli sędziowie będą widzieć, że postępowanie wyraźnie zmierza w kierunku uniewinnienia osoby ewidentnie winnej, albo w kierunku skazania osoby, co do której winy są poważne wątpliwości, to mogą odstąpić od ścisłej kontradyktoryjności;Jarosław Gowin;['wypowiedź']
Prawda;GUS ostatnio przekazał, że prawie 3 miliony Polaków żyje w skrajnym ubóstwie.;Ryszard Czarnecki;Polskie Radio Program I, 22.06.2015
Prawda;[Pracownik] też dzisiaj ma na przykład, jeżeli to były warunki uciążliwe, prawo skorzystania z emerytur pomostowych.;Władysław Kosiniak-Kamysz;Polskie Radio Program I, 22.06.2015
Prawda;My jako PSL w trakcie debaty nad 67 [wiekiem emerytalnym] zgłaszaliśmy różnego rodzaju projekty. Przeszedł projekt emerytur częściowych, on się sprawdza, [...] czyli wcześniejszej możliwości przejścia na emeryturę.;Władysław Kosiniak-Kamysz;Polskie Radio Program I, 22.06.2015
Prawda;Otóż zwracam uwagę, że jest także w gospodarce morskiej wiele optymizmu, że polskie porty – Gdańsk 10% wzrostu obrotów, Szczecin, Świnoujście 8.;Janusz Piechociński;Sygnały Dnia, 12.06.2015
Prawda;(...) ostatnie decyzje największych właściwie, w największych sprawach aferalnych dotyczących waluty decyzją sądu, m.in. w Stanach Zjednoczonych, czy w Szwajcarii doprowadziło do ukarania sześciu największych banków na olbrzymie kwoty za zmowę w sprawie waluty;Andrzej Jaworski;['wypowiedź']
Fałsz;Za rządów Platformy Obywatelskiej ludzi żyjących poniżej poziomu egzystencji w Polsce przybyło prawie milion. (...) Jest to dokładnie 750 tysięcy osób żyjących więcej poniżej poziomu egzystencji.;Ryszard Zbrzyzny;['wypowiedź']
Prawda;(...) bo przypomnę, że 2007 rok to jest 936 złotych pensja minimalna, jak właśnie Platforma Obywatelska przejmowała władzę w naszym kraju.;Artur Gierada;['wypowiedź']
Prawda;(...) przeciętne wynagrodzenie dzisiaj to już jest 4100 chyba za kwiecień, jak pamiętam (...);Mieczysław Kasprzak;['wypowiedź']
Prawda;Niestety, jest ona [polska administracja] ogromna, ponad 400 tysięcy osób (...);Andrzej Romanek;['wypowiedź']
Prawda;(...) prawie całe dwie kadencje najpierw Platforma z PSL-em wepchnęła nas w tą procedurę nadmiernego zadłużenia w 2009 roku, no i właściwie przez wszystkie lata byliśmy w tej procedurze, no, ubiegły rok...;Henryk Kowalczyk;['wypowiedź']
Prawda;Wracając do tej procedury nadmiernego zadłużenia, to oczywiście jeszcze to nie jest decyzja [KE], to jest dopiero opinia dotycząca zdjęcia z Polski procedury nadmiernego zadłużenia.;Henryk Kowalczyk;['wypowiedź']
Prawda;My w dalszym ciągu, mimo lepszego niż średnio wzrostu w Europie, mamy deficyt większy niż w Rumunii.;Leszek Balcerowicz;['wypowiedź']
Prawda;Ta zasada zrównoważonego rozwoju, która jest wpisana przecież w polską konstytucję.;Andrzej Duda;Radio Kraków, 15.12.2014
Prawda;Partia Nigela Farage’a uzyskała w ostatnich wyborach bardzo dużą ilość głosów i tylko jeden mandat właśnie przez to, że są Jednomandatowe Okręgi Wyborcze.;Andrzej Duda;Radio Kraków, 15.12.2014
Fałsz;W skali Unii Europejskiej [brak finansowania partii z budżetu państwa] to występuje bodaj na Cyprze.;Andrzej Duda;Radio Kraków, 15.12.2014
Prawda;No i w końcu prawie milion emerytów, którzy dostają emeryturę poniżej tysiąca złotych.;Dariusz Joński;['wypowiedź']
Prawda;Tych umów śmieciowych jest w Polsce po prostu za dużo, mamy jeden z najwyższych w Europie wskaźników tego typu umów.;Marcin Święcicki;['wypowiedź']
Prawda;Prawie 1,5 miliona ludzi w Polsce pracuje na umowach śmieciowych.;Dariusz Joński;['wypowiedź']
Prawda;Jeśli chodzi o milion siedemset tysięcy bezrobotnych w 2007 roku, to w całej Europie jednak bezrobocie od tamtego czasu z powodu kryzysu bardzo się powiększyło.;Marcin Święcicki;['wypowiedź']
Fałsz;Jednak milion osiemset tysięcy ludzi bezrobotnych [dziś] to jest dokładnietyle samo, ile w 2007, dokładnie tyle samo.;Dariusz Joński;['wypowiedź']
Fałsz;Mamy 60 tysięcy Polaków w Kazachstanie.;Ryszard Czarnecki;['wypowiedź']
Fałsz;Przypomnę, proszę państwa, że tylko w zeszłym roku 6084 Czeczenów złożyło wnioski o azyl w Polsce.;Ryszard Czarnecki;['wypowiedź']
Fałsz;W Stanach Zjednoczonych Madoff, który popełnił nieporównywalne przestępstwa, po pół roku dostał 130 bodajże lat odsiadki.;Ryszard Petru;['wypowiedź']
Prawda;Proszę zauważyć, pamiętacie państwo aferę Amber Gold? To prawie 3 lata będzie, o ile wiem, ten człowiek cały czas siedzi w areszcie.;Ryszard Petru;['wypowiedź']
Fałsz;Ostatnio widziałem badania, z których wynikało, że 70% absolwentów czy studentów uczelni polskich marzy o tym, żeby wyjechać za granicę.;Ryszard Petru;['wypowiedź']
Prawda;(..) pan nie wziął udziału w głosowaniu w Parlamencie Europejskim którego pan jest członkiem... nad uchwałą która właśnie upominała się o chrześcijan zagrożonych przez Państwo Islamskie?;Bronisław Komorowski;['wypowiedź']
Manipulacja;On [Krzysztof Szczerski] mówi wprost, pisze o potrzebie powołania republiki wyznaniowej w Polsce, o potrzebie funkcjonowania przedstawicieli Kościoła Katolickiego w Senacie, mówi o dyktaturze ewangelii.;Bronisław Komorowski;['wypowiedź']
Prawda;PiS głosowało przeciwko uszczupleniu finansowania partii z budżetu państwa o połowę.;Bronisław Komorowski;['wypowiedź']
Prawda;Posłanka Pawłowicz określiła flagę UE mianem “szmaty”.;Bronisław Komorowski;['wypowiedź']
Prawda;W okresie II Rzeczypospolitej... przedstawiciele kurii biskupiej zasiadali w polskim Senacie.;Andrzej Duda;['wypowiedź']
Fałsz;Pan prof. Zoll, były prezes Trybunału Konstytucyjnego... podniósł zarzuty także natury konstytucyjnej, jasno je z resztą wskazał.;Andrzej Duda;['wypowiedź']
Prawda;Dla tych, którzy dostają choćby najniższą emeryturę, te przysłowiowe 880 złotych.;Andrzej Duda;['wypowiedź']
Prawda;2/3 polskich banków znajduje się w rękach obcego kapitału.;Andrzej Duda;['wypowiedź']
Prawda;Co roku liczba ofiar przemocy domowej sięga 100 tys.;Bronisław Komorowski;['wypowiedź']
Prawda;Za czasów PIS- u najniższe wynagrodzenie wynosiło 960 zł, dziś jest 1750 zł.;Bronisław Komorowski;['wypowiedź']
Prawda;NIK stwierdza, że w 60% umów kredytowych są klauzule niedozwolone.;Andrzej Duda;['wypowiedź']
Fałsz;Pan podpisywał wszystko, co Platforma chciała, żeby Pan podpisał.;Andrzej Duda;['wypowiedź']
Prawda;Chciał pan karać ludzi 2 latami więzienia za stosowanie in vitro.;Bronisław Komorowski;['wypowiedź']
Prawda;Zgodnie z orzeczeniem Sądu Najwyższego, na czas urlopu stosunek pracy ulega zawieszeniu.;Andrzej Duda;['wypowiedź']
Prawda;Pan prezydent kilkakrotnie podpisywał ustawy, które okazywały się z Konstytucją sprzeczne, chociażby ustawa o Zgromadzeniach, którą zakwestionował Trybunał Konstytucyjny.;Andrzej Duda;['wypowiedź']
Prawda;Ochrona życia ludzkiego jest wpisana do polskiej Konstytucji.;Andrzej Duda;['wypowiedź']
Fałsz;Moje działania to zawsze kontrola obecnego rządu. Weta dotyczyły tego rządu. Moi poprzednicy wetowali wtedy, gdy rząd był stworzony z ich przeciwników;Bronisław Komorowski;['wypowiedź']
Fałsz;Słynny grafen został sprzedany, okazuje się że będzie produkowany w Wielkiej Brytanii. Jak mogliśmy stracić tak wspaniały polski wynalazek?;Andrzej Duda;['wypowiedź']
Prawda;W tym projekcie także są przepisy przewidujące sankcje karne dla tych lekarzy, którzy naruszają ustawę.;Andrzej Duda;['wypowiedź']
