assestment;text_clean;sentiment_all;sentiment_avg;uniq_words;uniq_lemm;err;net;ADJ;ADV;NOUN;e0;e1;e2;e3;e4
Prawda;O skali problemu najlepiej mówi kwota, jaką Bankowy Fundusz Gwarancyjny musiał płacić za nieprawidłowości w SKOK-ach: ponad 3 mld zł.;-0.0089954901486635;-0.0089954901486635;21.0;21.0;3.0;2.0;0.238095238095238;0.0476190476190476;0.238095238095238;-1.0865617;11.245509;12.159316;16.530386;5.8467607
Prawda;W biurze RPO pracuje 300 osób.;0.0184820815920829;0.0184820815920829;6.0;6.0;1.0;1.0;0.0;0.0;0.3333333333333333;-0.37887844;11.10271;10.137815;15.168588;6.9783354
Prawda;Wsparło mnie ponad 50 organizacji pozarządowych.;-0.0183218903839588;-0.0183218903839588;6.0;6.0;1.0;0.0;0.1666666666666666;0.0;0.1666666666666666;-0.6945305;11.266286;10.140632;15.158968;7.266011
Manipulacja;Państwo nie ma żadnego wpływu na treść tego nauczania religii w szkołach ani na to, kto naucza.;-0.3536842465400696;-0.3536842465400696;16.0;15.0;1.0;0.0;0.0;0.0;0.375;0.079017825;11.610086;9.545193;17.743122;4.9443474
Prawda;W samej Warszawie jest około 2 tysięcy osób, które z różnych powodów są bezdomne.;-0.178911805152893;-0.178911805152893;14.0;14.0;2.0;1.0;0.2142857142857142;0.0;0.2857142857142857;-1.3966637;11.531994;9.7561;15.263104;7.0627146
Prawda;Kolejna sprawa – wolność słowa. Jesteśmy obecnie na 18. miejscu w rankingu Reporterów bez Granic.;-0.0097275543957948;-0.0558668964852889;14.0;14.0;2.0;2.0;0.2142857142857142;0.0714285714285714;0.5;-0.9710806;9.324853;10.009232;16.18016;5.862891
Prawda;Radosław Sikorski Miał 90 tys. głosów w 2011 roku.;-0.0089954901486635;-0.0089954901486635;9.0;9.0;1.0;2.0;0.1111111111111111;0.0;0.1111111111111111;0.49452522;9.985544;10.572816;18.458605;5.820466
Prawda;Musimy pamiętać, że prace nad projektami ustaw rozpoczęte w tej kadencji nie przechodzą na następną.;-0.0089954901486635;-0.0089954901486635;15.0;15.0;2.0;0.0;0.0;0.0;0.4;-0.046177726;11.573878;10.862103;18.558641;4.554409
Manipulacja;#Miller w TOK FM:Jesteśmy za wprowadzeniem podatku od spekulacji finans. 11 krajów wprowadza taki podatek,a Polska boi się londyńskiego City;-0.0089954901486635;-0.0526335313916206;23.0;22.0;2.0;3.0;0.0434782608695652;0.0434782608695652;0.2608695652173913;0.21077052;10.691047;10.138813;16.700302;5.573305
Fałsz;Niewiele ponad 30% polskiego PKB to są płace, co jest jednym z najniższych wyników w całej Europie;-0.0089954901486635;-0.0089954901486635;18.0;18.0;2.0;2.0;0.2222222222222222;0.0555555555555555;0.0555555555555555;-1.8964126;9.796721;10.630244;15.810066;5.719907
Manipulacja;Pozapłacowe koszty pracy w Polsce należą do najniższych w Europie, i należą do znacznie niższych niż innych krajów w regionie. W Polsce one wynoszą ok. 18 % płacy a np. w Czechach czy Słowacji wynoszą 26, 27%.;-0.0089954901486635;-0.0089954901486635;30.0;29.0;6.0;5.0;0.1333333333333333;0.0333333333333333;0.2;-2.0414972;10.036704;11.006694;15.68701;5.9421864
Fałsz;Prezydent Eisenhower, którego za lewicowca trudno uznać, wprowadził 93-procentową stawkę od dochodów powyżej miliona dolarów.;-0.0089954901486635;-0.0089954901486635;17.0;17.0;3.0;2.0;0.0588235294117647;0.0588235294117647;0.2352941176470588;-0.82377255;10.98597;11.196977;16.306591;6.658488
Prawda;Oni (PIS) przecież zlikwidowali trzecią stawkę podatku dochodowego i podatek spadkowy od wielkich majątków.;-0.1929670721292495;-0.1929670721292495;13.0;12.0;0.0;1.0;0.2307692307692307;0.0;0.3076923076923077;-0.765343;11.279798;11.748492;16.67835;5.747093
Prawda;Pamiętajmy, że to SLD obniżył podatki dla bogatych biznesmenów, wprowadzając dla nich podatek liniowy.;-0.0089954901486635;-0.0089954901486635;13.0;12.0;3.0;2.0;0.2307692307692307;0.0;0.1538461538461538;-0.45122546;10.6458645;11.24499;16.2591;6.4418497
Prawda;66% Polaków nie zarabia średniej krajowej.;-0.1831475496292114;-0.1831475496292114;7.0;7.0;2.0;1.0;0.2857142857142857;0.0;0.0;-1.2186952;11.514275;10.974246;15.281633;6.7452664
Prawda;W wyborach do sejmu trzeba wystawić minimalnie tyle kandydatów i kandydatek, ile jest mandatów, a maksymalnie dwa razy więcej.;-0.0089954901486635;-0.0089954901486635;19.0;19.0;1.0;1.0;0.0;0.1578947368421052;0.2105263157894736;-0.025371075;10.872007;10.353561;18.915968;5.2133255
Fałsz;Rafał Trzaskowski: Jeżeli chodzi o kwestię kadencyjności posłów to mnie dziwi, dlatego że populizmu się po panu nie spodziewałem.;-0.0971788242459297;-0.0971788242459297;19.0;19.0;2.0;1.0;0.1052631578947368;0.1052631578947368;0.1578947368421052;-0.37456095;10.858926;10.706337;18.690279;4.480193
Prawda;Rafał Trzaskowski: Jeżeli chodzi o kwestię kadencyjności posłów to mnie dziwi, dlatego że populizmu się po panu nie spodziewałem.;-0.0971788242459297;-0.0971788242459297;19.0;19.0;2.0;1.0;0.1052631578947368;0.1052631578947368;0.1578947368421052;-0.3217616;10.803907;10.723367;18.643293;4.471151
Prawda;Polska rozwijała się najszybciej w Unii Europejskiej w czasie rządów PO-PSL.;-0.0089954901486635;-0.0089954901486635;11.0;11.0;0.0;4.0;0.0909090909090909;0.1818181818181818;0.1818181818181818;-1.2242472;9.635286;10.647207;16.12893;5.501589
Prawda;Dzisiaj premier Kopacz... podnosi bramki na autostradach wydając na to 50 mln zł.;-0.4820959568023681;-0.4820959568023681;12.0;12.0;0.0;1.0;0.0;0.0833333333333333;0.3333333333333333;-0.6224444;11.703694;11.913949;15.995293;6.013432
Fałsz;Ustawa o VAT była nowelizowana 500 razy.;-0.0089954901486635;-0.0089954901486635;7.0;7.0;1.0;0.0;0.1428571428571428;0.0;0.2857142857142857;-0.030984718;11.688928;10.926442;18.38783;4.833119
Fałsz;...nowoczesny system poboru opłat na autostradach w 2017.;-0.0089954901486635;-0.0089954901486635;8.0;8.0;0.0;1.0;0.25;0.0;0.5;-0.13205117;11.4135;10.6918745;15.273406;6.3941526
Prawda;Ale nie może być tak że po ośmiu latach mówi się – ordynacja podatkowa w 2017 roku.;-0.1958434432744979;-0.1958434432744979;16.0;15.0;0.0;2.0;0.25;0.125;0.1875;-0.48911422;11.506254;10.860018;18.041988;4.998394
Prawda;Od momentu, w którym wprowadzono rządowy program in vitro, w 2013 roku, urodziło się blisko 2600 dzieci.;-0.0089954901486635;-0.0089954901486635;16.0;16.0;0.0;1.0;0.25;0.0625;0.25;-1.5923766;11.207272;10.610436;15.928233;7.2097497
Fałsz;W Polsce mamy stosunkowo dużo prokuratorów bo ok. 5 tysięcy, ale 2 tys. z tych prokuratorów nie prowadzi żadnego postępowania.;-0.1224761679768562;-0.1224761679768562;19.0;19.0;4.0;2.0;0.0526315789473684;0.0526315789473684;0.0;-1.7798612;11.585703;10.513544;15.690854;6.666739
Manipulacja;Zasada kontradyktoryjności i nowy Kodeks Postępowania Karnego miały być dopełnione przez nową ustawę o prokuraturze przygotowałem tę nową ustawę jeszcze w roku 2012. Wtedy Donald Tusk nie nadał biegu tej ustawie, a potem Cezary Grabarczyk wyrzucił ten projekt do kosza.;-0.1678994745016098;-0.3560839518904686;38.0;37.0;1.0;3.0;0.1052631578947368;0.0789473684210526;0.3157894736842105;-0.025448736;11.532557;10.702832;18.655867;4.546604
Fałsz;Taki pomysł istnieje od 2012 r.(na walkę z dopalaczami) wtedy ten projekt zgłosił Klub Parlamentarny PIS ten projekt przewiduje, żeby dany specyfik czyt. dopalacz był dopuszczony do obrotu, do handlu to musi być na to zgoda przy spełnieniu procedur takich jak zgoda na obrót lekiem.;-0.402957022190094;-0.2725149349619944;39.0;37.0;0.0;2.0;0.1282051282051282;0.0256410256410256;0.4615384615384615;-0.8625853;11.958715;10.160774;18.17062;4.9407854
Manipulacja;70-80 proc. Polaków popiera metodę in vitro.;-0.0089954901486635;-0.0089954901486635;8.0;8.0;1.0;0.0;0.125;0.125;0.0;-1.2622938;10.963856;8.958201;15.943735;6.3571367
Prawda;Z tych minionych 8 lat... Polska była jedynym krajem w całej Unii Europejskiej, który nie miał okresu spadku PKB tylko cały czas u nas wzrastał.;-0.0062880348414182;-0.0873476946726441;25.0;24.0;0.0;2.0;0.2;0.0;0.28;-1.659321;10.175668;11.388712;16.56709;5.7154717
Prawda;Od roku 2007 do roku 2014 Polska w rankingu korupcyjnym prowadzonym przez międzynarodowe firmy i organizacje, podniosła się z pozycji 61. na 35.;-0.0089954901486635;0.0018034041859209;22.0;22.0;0.0;2.0;0.2727272727272727;0.0454545454545454;0.2727272727272727;-1.2033648;9.170686;10.004667;16.115385;5.793973
Prawda;W Polsce jest około 7 milionów dzieci, liczymy tutaj osoby do 18. roku życia.;-0.0089954901486635;-0.0089954901486635;14.0;14.0;1.0;1.0;0.0714285714285714;0.0714285714285714;0.2857142857142857;-1.6002736;11.428542;9.88889;15.34734;6.864203
Prawda;Reforma emerytalna, przechodzenie do wieku 67 lat, jest rozłożona aż do roku 2040.;-0.0089954901486635;-0.0259124214450518;12.0;11.0;1.0;1.0;0.1666666666666666;0.0;0.5833333333333334;-1.5700163;11.570783;10.864199;16.711487;6.5625353
Prawda;Wczoraj przyjęto “Program dla Śląska”, pani premier go szumnie ogłasza, jednocześnie w tym samym dniu 400 ludzi którzy pracują na kopalni “Budryk” otrzymuje wypowiedzenia.;-0.1134709492325782;-0.1134709492325782;24.0;24.0;3.0;1.0;0.0416666666666666;0.1666666666666666;0.375;-0.121461324;11.070735;10.597814;17.108288;5.176772
Manipulacja;Myśmy PiS składali jeszcze w 2011 roku i potem ponawialiśmy też projekt ustawy, wtedy proponowaliśmy żeby przewalutować kredyty zaciągnięte we frankach szwajcarskich z takim podziałem ryzyka pomiędzy klientem, a bankiem.;-0.1820162087678909;-0.1820162087678909;30.0;29.0;4.0;4.0;0.1;0.0666666666666666;0.3;-0.24210042;11.307592;11.185494;18.30606;4.6720185
Prawda;Problem zaczął się już od momentu kiedy Grecja została przyjęta do strefy euro, w 2001 roku, dlatego że oni kompletnie nie spełniali tych wymogów, które były stawiane i nie byli do nich przygotowani.;-0.031948909163475;-0.031948909163475;31.0;29.0;3.0;3.0;0.1935483870967742;0.1290322580645161;0.2258064516129032;-0.6911672;11.131806;10.997155;17.875055;4.5085692
Fałsz;W Wielkiej Brytanii chyba do lat dziewięćdziesiątych był zakazany homoseksualizm, do końca lat osiemdziesiątych, a w Polsce tego nie było.;-0.0858365520834922;-0.2025321498513221;18.0;16.0;2.0;2.0;0.2222222222222222;0.0;0.1666666666666666;-1.1332798;11.328255;9.954828;17.64325;5.3823934
Prawda;Mieliśmy najlepszy przykład Wielkiej Brytanii (odnośnie JOW) jeżeli ponad 3 mln głosów oddane na jedną formacje polityczną, kilkunasto procentowy wynik w skali kraju i on daje jednego posła i to nawet nie szefa tego ugrupowania.;-0.0898653641343116;-0.0898653641343116;34.0;34.0;4.0;2.0;0.1764705882352941;0.0294117647058823;0.2647058823529412;-0.081943855;10.15654;10.612565;18.46587;5.6124477
Fałsz;Sektor usług wspólnych, w którym Polska jest jednym z liderów na świecie ma już ok. 200 tys. miejsc pracy to jest 2 razy tyle co w górnictwie, to jest przyrost ok. 20 tys. rok do roku.;-0.0089954901486635;-0.0089954901486635;30.0;29.0;2.0;2.0;0.1;0.0333333333333333;0.3333333333333333;-1.7697974;10.973186;10.9819145;15.715571;5.607289
Manipulacja;Emigracja była najwyższa zaraz po wejściu do Unii, a teraz utrzymuje się na pewnym stabilnym poziomie.;-0.0089954901486635;-0.0089954901486635;16.0;16.0;2.0;1.0;0.125;0.1875;0.25;-1.748722;9.776516;11.3408375;15.73501;6.3042517
Fałsz;Korweta „Gawron” miała być przerobiona przez rząd PO i PSL na żyletki. Odrodziła się jako ORP „Ślązak”. Dobre i to.;-0.2077078521251678;0.1332497143497069;18.0;18.0;2.0;2.0;0.1111111111111111;0.0;0.2222222222222222;0.4537542;10.519392;10.841611;17.96591;4.715431
Fałsz;Ale czy nie może być inicjatywa poselska(w sprawie referendum), bo jest też, może być inicjatywa poselska, wystarczy chyba sześćdziesięciu trzech posłów i Sejm może przegłosować referendum.;-0.1367638409137725;-0.118907943367958;21.0;21.0;3.0;1.0;0.3333333333333333;0.0;0.2857142857142857;-0.015241585;11.397736;10.524691;18.883087;4.559133
Prawda;Teraz sąd drugiej instancji będzie mógł we własnym zakresie przeprowadzić postępowanie dowodowe zmienić pewne ustalenia, usunąć uchybienia;-0.0983245000243187;0.0148848220705986;17.0;17.0;0.0;1.0;0.1764705882352941;0.0588235294117647;0.4705882352941176;-0.14745492;11.85455;9.893918;18.465355;5.0307193
Prawda;Do tej pory było tak, że sąd niejako zastępował strony, on z urzędu przeprowadzał dowody dążył do jeszcze raz niejako wyjaśnienia okoliczności sprawy;-0.0604108944535255;-0.0604108944535255;22.0;21.0;3.0;0.0;0.1363636363636363;0.0454545454545454;0.3181818181818182;-0.513768;11.800582;10.187525;18.454887;4.8537283
Prawda;ustawa miała długie vacatio legis czyli czas przygotowania, ale potem musiała być poprawiona i po tej poprawie jest krótszy czas;-0.5163243412971497;-0.5058981776237488;19.0;19.0;1.0;0.0;0.1578947368421052;0.1052631578947368;0.3157894736842105;-0.37892523;11.842299;10.584675;18.216759;4.6628294
Prawda;Nie została ruszona procedura na etapie postępowania przygotowawczego. jest co do zasady inkwizycyjna;-0.3907066583633423;-0.1081638000905513;13.0;13.0;1.0;0.0;0.1538461538461538;0.0;0.3846153846153846;0.21957663;11.854867;9.408814;17.962576;5.003903
Prawda;Reforma wprowadza kontradyktoryjność tylko i wyłącznie do etapu sądowego postępowania karnego;0.0325357429683208;0.0325357429683208;11.0;11.0;2.0;0.0;0.1818181818181818;0.0909090909090909;0.3636363636363636;0.027954033;11.925932;9.434078;17.88212;5.1936774
Prawda;Jeżeli sędziowie będą widzieć, że postępowanie wyraźnie zmierza w kierunku uniewinnienia osoby ewidentnie winnej, albo w kierunku skazania osoby, co do której winy są poważne wątpliwości, to mogą odstąpić od ścisłej kontradyktoryjności;-0.1604898422956466;-0.2592887356877327;29.0;29.0;6.0;1.0;0.1379310344827586;0.0689655172413793;0.3448275862068966;-0.043618172;11.7179785;9.852689;18.703829;4.766609
Prawda;GUS ostatnio przekazał, że prawie 3 miliony Polaków żyje w skrajnym ubóstwie.;-0.0089954901486635;-0.0089954901486635;12.0;12.0;2.0;1.0;0.1666666666666666;0.0833333333333333;0.1666666666666666;-1.4959145;11.056643;9.717151;15.66039;6.807048
Prawda;Pracownik też dzisiaj ma na przykład, jeżeli to były warunki uciążliwe, prawo skorzystania z emerytur pomostowych.;-0.0242357887327671;-0.0242357887327671;16.0;16.0;1.0;0.0;0.1875;0.0625;0.4375;-1.0113149;11.824349;10.644667;17.536886;5.138331
Prawda;My jako PSL w trakcie debaty nad 67 wiekiem emerytalnym zgłaszaliśmy różnego rodzaju projekty. Przeszedł projekt emerytur częściowych, on się sprawdza, ... czyli wcześniejszej możliwości przejścia na emeryturę.;0.0083990236744284;0.0457167467102408;27.0;26.0;4.0;1.0;0.1851851851851851;0.037037037037037;0.3703703703703703;-0.2573218;11.377015;11.288976;18.241863;4.8621736
Prawda;Otóż zwracam uwagę, że jest także w gospodarce morskiej wiele optymizmu, że polskie porty – Gdańsk 10% wzrostu obrotów, Szczecin, Świnoujście 8.;-0.1952798068523407;-0.1952798068523407;21.0;21.0;4.0;4.0;0.1428571428571428;0.0;0.3809523809523809;-0.99221396;11.080936;10.767608;16.115881;5.09185
Prawda; ostatnie decyzje największych właściwie, w największych sprawach aferalnych dotyczących waluty decyzją sądu, m.in. w Stanach Zjednoczonych, czy w Szwajcarii doprowadziło do ukarania sześciu największych banków na olbrzymie kwoty za zmowę w sprawie waluty;-0.0089954901486635;-0.0089954901486635;27.0;26.0;5.0;2.0;0.2962962962962963;0.037037037037037;0.3703703703703703;-1.7624556;10.090777;10.312873;16.237995;5.473627
Fałsz;Za rządów Platformy Obywatelskiej ludzi żyjących poniżej poziomu egzystencji w Polsce przybyło prawie milion.  Jest to dokładnie 750 tysięcy osób żyjących więcej poniżej poziomu egzystencji.;-0.1041081026196479;-0.1915472969412803;21.0;21.0;3.0;2.0;0.1428571428571428;0.0476190476190476;0.4761904761904761;-1.9777336;11.279735;10.372781;15.719718;6.622819
Prawda; bo przypomnę, że 2007 rok to jest 936 złotych pensja minimalna, jak właśnie Platforma Obywatelska przejmowała władzę w naszym kraju.;-0.2944270074367523;-0.2944270074367523;20.0;20.0;1.0;2.0;0.2;0.05;0.25;-0.67463875;10.793559;11.465624;17.857414;5.302579
Prawda; przeciętne wynagrodzenie dzisiaj to już jest 4100 chyba za kwiecień, jak pamiętam ;-0.3581870496273041;-0.171942195855081;12.0;12.0;1.0;1.0;0.0833333333333333;0.1666666666666666;0.0833333333333333;-0.90661067;10.396562;11.38816;15.666591;6.6356144
Prawda;Niestety, jest ona polska administracja ogromna, ponad 400 tysięcy osób ;-0.3019312918186188;-0.3019312918186188;10.0;10.0;1.0;1.0;0.2;0.0;0.2;-0.96729535;11.403146;10.040339;14.839738;7.1397977
Prawda; prawie całe dwie kadencje najpierw Platforma z PSL-em wepchnęła nas w tą procedurę nadmiernego zadłużenia w 2009 roku, no i właściwie przez wszystkie lata byliśmy w tej procedurze, no, ubiegły rok...;-0.4527318179607391;-0.4691052734851837;30.0;28.0;3.0;3.0;0.2;0.1;0.2666666666666666;-0.42810053;11.105099;11.218671;18.198528;5.0087585
Prawda;Wracając do tej procedury nadmiernego zadłużenia, to oczywiście jeszcze to nie jest decyzja KE, to jest dopiero opinia dotycząca zdjęcia z Polski procedury nadmiernego zadłużenia.;-0.3086502850055694;-0.3269855082035064;19.0;19.0;3.0;2.0;0.1052631578947368;0.0;0.4210526315789473;-0.9071643;11.58717;10.296125;18.148035;4.6472874
Prawda;My w dalszym ciągu, mimo lepszego niż średnio wzrostu w Europie, mamy deficyt większy niż w Rumunii.;-0.0089954901486635;-0.0089954901486635;14.0;14.0;1.0;2.0;0.1428571428571428;0.0714285714285714;0.3571428571428571;-1.8963169;9.904258;11.270949;15.644815;5.974849
Prawda;Ta zasada zrównoważonego rozwoju, która jest wpisana przecież w polską konstytucję.;0.0314654931426048;0.0314654931426048;10.0;10.0;1.0;0.0;0.2;0.0;0.3;-0.76009387;11.436217;10.450929;17.609056;4.570716
Prawda;Partia Nigela Farage’a uzyskała w ostatnich wyborach bardzo dużą ilość głosów i tylko jeden mandat właśnie przez to, że są Jednomandatowe Okręgi Wyborcze.;-0.1723076701164245;-0.1723076701164245;25.0;25.0;4.0;1.0;0.16;0.08;0.24;0.15263289;10.285398;10.521702;18.679111;5.513646
Fałsz;W skali Unii Europejskiej brak finansowania partii z budżetu państwa to występuje bodaj na Cyprze.;-0.0829882770776748;-0.1263007912784814;15.0;15.0;1.0;2.0;0.0666666666666666;0.0;0.4666666666666667;-1.002126;11.322228;12.696482;15.594057;5.8838134
Prawda;No i w końcu prawie milion emerytów, którzy dostają emeryturę poniżej tysiąca złotych.;-0.2114487141370773;-0.2114487141370773;13.0;13.0;3.0;0.0;0.0;0.0;0.4615384615384615;-1.2523191;11.793028;10.629775;16.504093;6.7055154
Prawda;Tych umów śmieciowych jest w Polsce po prostu za dużo, mamy jeden z najwyższych w Europie wskaźników tego typu umów.;-0.0089954901486635;-0.0089954901486635;18.0;17.0;2.0;2.0;0.2777777777777778;0.0;0.1111111111111111;-1.8464456;10.138116;10.513915;15.970254;5.605617
Prawda;Prawie 1,5 miliona ludzi w Polsce pracuje na umowach śmieciowych.;-0.0089954901486635;-0.0089954901486635;10.0;10.0;1.0;1.0;0.1;0.0;0.3;-1.2035217;11.53696;10.322866;15.064546;6.762712
Prawda;Jeśli chodzi o milion siedemset tysięcy bezrobotnych w 2007 roku, to w całej Europie jednak bezrobocie od tamtego czasu z powodu kryzysu bardzo się powiększyło.;-0.0089954901486635;-0.0089954901486635;24.0;24.0;2.0;2.0;0.1666666666666666;0.0833333333333333;0.2916666666666667;-1.9672725;10.748752;11.2144985;16.240705;6.4262457
Fałsz;Jednak milion osiemset tysięcy ludzi bezrobotnych dziś to jest dokładnietyle samo, ile w 2007, dokładnie tyle samo.;-0.2965334355831146;-0.2965334355831146;16.0;17.0;1.0;1.0;0.1875;0.25;0.25;-1.7654018;11.214114;11.101618;15.953046;6.526633
Fałsz;Mamy 60 tysięcy Polaków w Kazachstanie.;-0.067389465868473;-0.067389465868473;6.0;6.0;2.0;2.0;0.0;0.0;0.0;-1.1924152;11.215384;9.713937;14.9907465;7.226652
Fałsz;Przypomnę, proszę państwa, że tylko w zeszłym roku 6084 Czeczenów złożyło wnioski o azyl w Polsce.;-0.1973138898611068;-0.1232829084619879;15.0;15.0;3.0;2.0;0.2;0.0;0.2666666666666666;-1.1634988;10.682179;10.243518;16.93617;5.7471
Fałsz;W Stanach Zjednoczonych Madoff, który popełnił nieporównywalne przestępstwa, po pół roku dostał 130 bodajże lat odsiadki.;-0.1511881649494171;-0.1511881649494171;16.0;15.0;3.0;1.0;0.125;0.0;0.375;0.15749499;11.3576565;9.423807;17.332;5.935189
Prawda;Proszę zauważyć, pamiętacie państwo aferę Amber Gold? To prawie 3 lata będzie, o ile wiem, ten człowiek cały czas siedzi w areszcie.;-0.3804768621921539;-0.266117587685585;22.0;22.0;1.0;0.0;0.1363636363636363;0.0454545454545454;0.2272727272727272;-0.19826603;10.654949;11.136598;17.862019;5.3191085
Fałsz;Ostatnio widziałem badania, z których wynikało, że 70% absolwentów czy studentów uczelni polskich marzy o tym, żeby wyjechać za granicę.;-0.0089954901486635;-0.0089954901486635;21.0;21.0;2.0;1.0;0.1428571428571428;0.0476190476190476;0.1428571428571428;-1.3153169;10.718453;9.737603;17.50952;5.6690683
Prawda;(..) pan nie wziął udziału w głosowaniu w Parlamencie Europejskim którego pan jest członkiem... nad uchwałą która właśnie upominała się o chrześcijan zagrożonych przez Państwo Islamskie?;-0.3360914587974548;-0.3360914587974548;23.0;23.0;3.0;3.0;0.1739130434782608;0.0869565217391304;0.391304347826087;0.2422357;10.712084;10.078719;17.613905;4.745777
Manipulacja;On Krzysztof Szczerski mówi wprost, pisze o potrzebie powołania republiki wyznaniowej w Polsce, o potrzebie funkcjonowania przedstawicieli Kościoła Katolickiego w Senacie, mówi o dyktaturze ewangelii.;-0.0089954901486635;-0.0089954901486635;20.0;20.0;1.0;4.0;0.15;0.05;0.5;0.26157779;10.732232;9.961394;17.851847;4.988937
Prawda;PiS głosowało przeciwko uszczupleniu finansowania partii z budżetu państwa o połowę.;-0.17622971534729;-0.17622971534729;11.0;11.0;1.0;1.0;0.0;0.0;0.4545454545454545;-1.0936458;11.379991;12.875922;15.711329;5.960897
Prawda;Posłanka Pawłowicz określiła flagę UE mianem “szmaty”.;-0.0089954901486635;-0.0089954901486635;7.0;7.0;1.0;2.0;0.0;0.0;0.5714285714285714;0.5931591;10.378838;10.286432;17.976381;4.936958
Prawda;W okresie II Rzeczypospolitej... przedstawiciele kurii biskupiej zasiadali w polskim Senacie.;-0.0089954901486635;-0.0089954901486635;11.0;10.0;0.0;4.0;0.2727272727272727;0.0;0.3636363636363636;0.78885686;10.257269;10.461202;18.37315;5.047071
Fałsz;Pan prof. Zoll, były prezes Trybunału Konstytucyjnego... podniósł zarzuty także natury konstytucyjnej, jasno je z resztą wskazał.;-0.3550963401794433;-0.2487110309302806;17.0;16.0;1.0;1.0;0.2352941176470588;0.0588235294117647;0.3529411764705882;0.39719045;11.364086;10.270147;18.702742;4.715668
Prawda;Dla tych, którzy dostają choćby najniższą emeryturę, te przysłowiowe 880 złotych.;-0.1710523664951324;-0.1710523664951324;11.0;10.0;1.0;0.0;0.0909090909090909;0.0;0.2727272727272727;-1.2755392;11.826297;10.7197485;16.564823;6.695757
Prawda;2/3 polskich banków znajduje się w rękach obcego kapitału.;-0.1263541728258133;-0.1263541728258133;9.0;9.0;0.0;1.0;0.2222222222222222;0.1111111111111111;0.3333333333333333;-0.7513576;10.889507;11.212121;15.065504;6.3691754
Prawda;Co roku liczba ofiar przemocy domowej sięga 100 tys.;-0.0089954901486635;-0.1418601255863905;9.0;9.0;0.0;0.0;0.1111111111111111;0.0;0.5555555555555556;-1.3235974;11.076013;9.695381;15.606859;7.415398
Prawda;Za czasów PIS- u najniższe wynagrodzenie wynosiło 960 zł, dziś jest 1750 zł.;-0.1710114479064941;-0.1710114479064941;13.0;13.0;1.0;1.0;0.0769230769230769;0.0;0.0769230769230769;-1.8008971;11.11539;12.021097;16.418524;6.44448
Prawda;NIK stwierdza, że w 60% umów kredytowych są klauzule niedozwolone.;-0.0266217030584812;-0.0266217030584812;11.0;11.0;1.0;1.0;0.1818181818181818;0.0909090909090909;0.0909090909090909;0.07900166;11.496986;9.516691;17.234959;5.5986667
Fałsz;Pan podpisywał wszystko, co Platforma chciała, żeby Pan podpisał.;-0.3581535220146179;-0.3581535220146179;8.0;8.0;0.0;1.0;0.125;0.0;0.375;0.40666673;11.069845;9.84323;17.569464;5.528575
Prawda;Chciał pan karać ludzi 2 latami więzienia za stosowanie in vitro.;-0.6656928062438965;-0.6656928062438965;11.0;11.0;0.0;0.0;0.1818181818181818;0.0;0.5454545454545454;0.19925676;11.448594;9.341302;17.309372;5.8979287
Prawda;Zgodnie z orzeczeniem Sądu Najwyższego, na czas urlopu stosunek pracy ulega zawieszeniu.;-0.0089954901486635;-0.0089954901486635;12.0;12.0;1.0;0.0;0.0833333333333333;0.0833333333333333;0.5833333333333334;0.15292422;11.93919;9.371263;18.1314;5.061489
Prawda;Pan prezydent kilkakrotnie podpisywał ustawy, które okazywały się z Konstytucją sprzeczne, chociażby ustawa o Zgromadzeniach, którą zakwestionował Trybunał Konstytucyjny.;-0.2154192775487899;-0.2154192775487899;19.0;18.0;0.0;2.0;0.1578947368421052;0.0526315789473684;0.4210526315789473;0.116207436;11.432943;10.187554;18.783665;4.7475204
Prawda;Ochrona życia ludzkiego jest wpisana do polskiej Konstytucji.;0.0113166309893131;0.0113166309893131;8.0;8.0;0.0;1.0;0.375;0.0;0.375;0.09731128;11.8388815;9.442092;18.100418;4.678264
Fałsz;Moje działania to zawsze kontrola obecnego rządu. Weta dotyczyły tego rządu. Moi poprzednicy wetowali wtedy, gdy rząd był stworzony z ich przeciwników;0.0157928820699453;-0.1610886280735333;21.0;20.0;2.0;0.0;0.1428571428571428;0.1428571428571428;0.2857142857142857;0.48030922;10.512632;10.008007;17.461239;5.7551546
Fałsz;Słynny grafen został sprzedany, okazuje się że będzie produkowany w Wielkiej Brytanii. Jak mogliśmy stracić tak wspaniały polski wynalazek?;-0.1330766081809997;-0.2000841498374939;19.0;19.0;1.0;3.0;0.3684210526315789;0.1052631578947368;0.1052631578947368;-0.12154476;11.041906;10.687136;16.02602;5.3902144
Prawda;W tym projekcie także są przepisy przewidujące sankcje karne dla tych lekarzy, którzy naruszają ustawę.;-0.1565779745578766;-0.1565779745578766;15.0;14.0;2.0;0.0;0.2666666666666666;0.0;0.3333333333333333;0.014896194;11.974328;9.605884;18.34355;4.7851734
Prawda;W czasie poprzedniej pana kampanii do Parlamentu Europejskiego mówił pan, że trzeba stopniowo odchodzić od Wspólnej Polityki Rolnej, że należy inwestować w infrastrukturę zamiast dotować producentów rolnych.;-0.0089954901486635;-0.0305253164842724;26.0;24.0;5.0;2.0;0.3461538461538461;0.0384615384615384;0.3076923076923077;-0.38304552;10.796179;10.648016;17.305061;4.5425177
