assestment;text
Prawda;(…) program Senior-Wigor, na który przeznaczamy 370 mln złotych.
Prawda;Poprzez Bankowy Fundusz Gwarancyjny nastąpiło wypłacenie (SKOKom) już ponad trzech miliardów złotych.
Nieweryfikowalne;Skala tego, co się wydarzyło w systemie SKOK, po pierwsze godzi w bankowość, także w bankowość spółdzielczą, a najzdrowszą częścią naszej bankowości jest sektor banków spółdzielczych i szkoda, że także ten sektor dzisiaj płaci podwyższonymi wpłatami, bo to jest bodajże, jak pamiętam, system tylko banków spółdzielczych zapłaci w tym roku dodatkowe 190 milionów złotych właśnie na ten fundusz gwarancyjny (…)
Fałsz;w Hiszpanii jest ok. 70 tys. kwoty wolnej od podatku w przeliczeniu na złotówki
Nieweryfikowalne;W czasach komunizmu kiedy liczba ludności Polski była podobna co teraz liczba urzędników wynosiła 150 tys.
Fałsz;liczba urzędników (…) w tej chwili wynosi 850 tys
Prawda;1 senator przypada na 370tys. obywateli
Prawda;korzystania z urlopów rodzicielskich. Obecnie można je wykorzystać tylko do ukończenia przez dziecko roku.
Prawda;[Ojcowie] Obecnie mogą wykorzystać dwa tygodnie urlopu ojcowskiego do ukończenia przez dziecko pierwszego roku życia.
Manipulacja;Także in vitro jest w Polsce finansowo uregulowane, przypomnę że już od roku funkcjonuje program zdrowotny Ministra Zdrowia, do tej pory przeznaczyliśmy na to 250 mln złotych.
Prawda;Ustawa mówi jasno: centra leczenia niepłodności, które proponujemy, które powstaną, mają się zająć pacjentem kompleksowo: od poradnictwa, poprzez diagnostykę, poprzez pełne leczenie: farmakologiczne, hormonalne, chirurgiczne, a na końcu także in vitro.
Prawda;[pary z problemami niepłodności] Jest  to 10-15% każdej populacji.
Prawda;Ależ są zapisy [dot. poradnictwa psychologicznego] obejmujące kompleksową opiekę wszystkich par borykających się z problemem niepłodności.
Prawda;Jest taka ustawa, którą Prawo i Sprawiedliwość przedstawiło w roku 2012, to jest projekt poselski pod którym powiem jasno, jest podpisany także obecny kandydat na prezydenta, Andrzej Duda, w którym jest powiedziane, że PiS proponuje, żeby karać za in vitro więzieniem do lat dwóch.
Prawda;W Polsce funkcjonuje program zdrowotny Ministra Zdrowia, umożliwiający finansowanie in vitro i tam mamy dopuszczenie tworzenia 6 zarodków, ale są też wyjątki m.in. polegające na tym, że kobieta, jeśli skończyła 35 lat i jeśli towarzyszy jej jakaś inna choroba lub przeszła dwukrotnie procedurę in vitro bezskutecznie, to lekarze mają prawo użyć większej ilości komórek rozrodczych.
Prawda;I trzeba uregulować prawnie to, co w Europie jest już dawno uregulowane.
Prawda;Dzisiaj nie mamy kontroli nad ośrodkami przeprowadzającymi procedury in vitro, poza tymi oczywiście są w programie rządowym, ale przecież nie wszystkie są w tym programie.
Prawda;Nie mamy prawa ścigać firm funkcjonujących w innym państwie.
Prawda;W Polsce nie jest dopuszczalne prawnie (…) handel internetowy lekami na receptę.
Manipulacja;Amerykanie, kiedy wyzwalają w cudzysłowie oczywiście Irak czy Afganistan, jaki tam zostawiają system ustrojowy, jaką ordynację wyborczą, proporcjonalną
Manipulacja;33 tys. szeregowców, którzy odchodzą, którzy chcą odchodzić z wojska?
Fałsz;Są (nauczyciele) jedyną grupą finansowaną z budżetówki, która w ciągu ostatnich kilku lat miała podwyżki, średnio o 50 proc.
Prawda;W tym czasie (ostatnie 10 lat) liczba uczniów spadła o 23 proc., czyli o ponad milion, a liczba nauczycieli o 11 proc.
Prawda;na czele tego SKOK-u [Wołomin] stali byli funkcjonariusze Wojskowych Służb Informacyjnych
Fałsz;wspomniany SKOK Wołomin, ten sam, któremu Hanna Gronkiewicz-Waltz dała olbrzymie zlecenia na budowę tych tzw. tarasów nadwiślańskich, czy nabrzeża wiślanego
Manipulacja;poszczególne SKOK-i są autonomicznymi, że tak powiem, instytucjami finansowymi
Fałsz;Wiem pani redaktor, że jeden ze SKOK-ów rzeczywiście, tak zwany SKOK Wołomin, który nie był pod nadzorem Krajowej Kasy SKOK-ów ma olbrzymie problemy
Prawda;Pani Ogórek w krótkim czasie zbudowała wysoką, ponad 70-procentową rozpoznawalność. To tyle co Duda.
Prawda;(…) mam o tym nie mówić? Albo o tym, że ukraiński parlament niedawno uchwalił, iż będzie celebrowana rocznica urodzin Petra Diaczenki, który m.in. pacyfikował Powstanie Warszawskie. Też mam milczeć?
Fałsz;Polska jest jedynym krajem graniczącym i z Rosją i z Ukrainą.
Prawda;Zamordowany właśnie Borys Niemcow mówił rzeczy, które w Polsce nie są popularne. że Ukraina musi bronić się sama, że sankcje uderzają w naród rosyjski, że słowa Schetyny o wyzwoleniu Auschwitz były śmieszne i głupie.
Prawda;-Pani Ogórek nie jest znikąd, w naszym środowisku jest doskonale znana. Z listy SLD ubiegała się o mandat poselski.
Prawda;My mamy piękny, polski przykład w tej kwestii – w 1934 roku został od nowa właśnie napisany, po powołaniu komisji kodyfikacyjnej, kodeks spółek handlowych.
Manipulacja;18 czerwca 2010 pełniący obowiązki prezydenta marszałek sejmu Bronisław Komorowski, podpisał nowelizację ustawy o przemocy w rodzinie. Bronisław Komorowski zgodził się na odbieranie dzieci rodzicom przez pracowników socjalnych bez decyzji sądu.
Prawda;Jak wynika z ujawnionej przez portal WikiLeaks tajnej notatki ambasadora USA w Polsce, Victora Ashe’a – Donald Tusk i Bronisław Komorowski planowali sprzedać Lasy Państwowe już w styczniu 2009.
Prawda;12 lutego 2014 prezydent Bronisław Komorowski podpisał nowelizację ustawy o Lasach Państwowych. Prezydent Komorowski zgodził się na nałożenie na Lasy Państwowe haraczu zbieranego przez rząd PO – PSL. W latach 2014 i 2015 Lasy Państwowe muszą oddać do budżetu państwa 1,6 mld zł, a od 2016 – 2% wartości sprzedanego drewna.
Fałsz;Prezydent Bronisław Komorowski nie poparł żadnej obywatelskiej inicjatywy obywateli.
Fałsz;Prezydent Komorowski był bierny i nie robił nic, kiedy rząd nie chciał rozmawiać z górnikami i wysyłał policję, która strzelała gumowymi kulami do górników broniących swoich miejsc pracy i polskich kopalni.
Prawda;6 lutego 2015 roku prezydent Bronisław Komorowski podpisał ustawę o GMO. Prezydent Komorowski zgodził się na legalizację obrotu nasionami genetycznie modyfikowanymi w Polsce.
Prawda;1 czerwca 2012 roku prezydent Bronisław Komorowski zgodził się na wydłużenie wieku emerytalnego Polaków do 67 lat. Prezydent Komorowski był przeciwny przeprowadzeniu referendum w tej sprawie, mimo że pod wnioskiem o referendum zebrano ponad 1,4 mln podpisów.
Prawda;14 października 2013 roku prezydent Bronisław Komorowski podpisał nowelizację ustawy o systemie oświaty. Prezydent Komorowski, mimo protestów rodziców zgodził się, by obowiązkiem szkolnym zostały objęte już sześcioletnie dzieci. 12 czerwca 2013 roku Tomasz i Karolina Elbanowscy, inicjatorzy ruchu “Ratuj Maluchy”, złożyli w Sejmie prawie milion podpisów za referendum w sprawie sześciolatków. Prezydent Komorowski nie poparł referendum, a Sejm wniosek rodziców odrzucił. W grudniu 2014 roku Elbanowscy znów złożyli ponad 300 tysięcy podpisów poparcia dla projektu obywatelskiej ustawy “Rodzice chcą mieć wybór”. W lutym 2015 Sejm projekt odrzucił.
Fałsz;Sprawa świńskiej grypy – nie było żadnej epidemii.
Prawda;Czy tam [w Wielkiej Brytanii i Szwajcarii] jest wolność wyboru w tym zakresie [dobrowolność szczepień]? Absolutnie tak
Fałsz;Kraje, do których wyjeżdżają Polacy, kraje, do których wyjechały 2 miliony Polaków, to są kraje, w których poziom tzw. wyszczepienia jest zdecydowanie mniejszy niż w Polsce. W Wielkiej Brytanii tylko 75% to są ludzie, którzy się szczepili, podobnie jest w Szwajcarii – to jest 75% w Polsce jest 99,99%.
Prawda;Pojawiły się pomysły by podnieść kary, które w chwili obecnej mogą wynieść nawet do 50 tys. w przypadku odmowy szczepienia
Prawda;Pojawiły się w ostatnich dniach bardzo absurdalne i szkodliwe pomysły takie by dzieci nie szczepionych nie przyjmować w ogóle do szkół, żeby nie mogły się w szkołach publicznych uczyć, żeby szkoła mogła zabronić przyjmowania dziecka.
Fałsz;Kupiono szczepionki [na świńską grypę] dla wszystkich mieszkańców  [pozostałych państw UE].
Fałsz;Zgodziło się zaszczepić od 1 do 8% ludzi [na świńską grypę]
Fałsz;W trzech krajach [UE] [kupiono] po dwie szczepionki na głowę mieszkańca.
Fałsz;Wszystkie poza Polską kraje kupiły tę szczepionkę [przeciw wirusowi H1N1].
Manipulacja;Komisja Nadzoru Finansowego, jak prawie wszystkie instytucje w Polsce, jest dzisiaj kontrolowana przez Platformę, bo jej prezes to powołany za rządów Platformy Obywatelskiej.
Prawda;Powrót do systemu 8+4 to jest z automatu zagrożenie utraty pracy dla 100 tys. nauczycieli gimnazjów.
Manipulacja;Nie rozumiem, dlaczego stowarzyszenie, które mówi, że broni praw rodziców, domaga się powrotu płatnych zajęć w przedszkolu.
Prawda;Co więcej zbadaliśmy rodziców, którzy wysłali dzieci jako 6-letnie, teraz są w II klasie, i zdecydowana większość podjęłaby tę samą decyzję.
Prawda;W Polsce, szanowni państwo, mamy na grudzień 2014 rok 1552 kilometry autostrad i dróg ekspresowych 1600. W Niemczech 12 tysięcy, we Francji 10 tysięcy autostrad.
Prawda;No przecież sytuacja jest dramatyczna, ponad 2 miliony Polaków nie ma pracy. W okresie największego boomu, jeżeli chodzi o kwestie wydawania unijnych pieniędzy, a więc w latach 2007–2013, w Polsce bezrobocie rosło.
Fałsz;(…) e–posterunek, wyrzucone 19 milionów, empatia 50 milionów na niepotrzebny portal, i jeszcze na moim Dolnym Śląsku 66 miliardów.
Nieweryfikowalne;Pan redaktor cytował tutaj wypowiedzi ekspertów, ale ci sami eksperci też mówią, że 25% naszego wzrostu gospodarczego pochodzi właśnie z dobrze zainwestowanych środków unijnych.
Fałsz;Otóż jesteśmy krajem, w którym bezrobocie spada w najszybszym tempie.
Prawda;To nie jest do końca tak, że za środki unijne, efektywność ich wykorzystania odpowiada tylko i wyłącznie strona rządowa. Odpowiadają w bardzo dużej części marszałkowie województw, gospodarze tych województw.
Prawda;(…) np. województwo świętokrzyskie jako jedyne w Polsce, mimo tego, że korzystało dodatkowo z programu „Rozwój Polski Wschodniej”, zanotowało ujemny produkt krajowy brutto, liczony oczywiście na terenie województwa.
Fałsz;OLAF to jest taka instytucja unijna, która odpowiada za prawidłowe wydawanie unijnych pieniędzy, nie tak dawno w swoim raporcie napisała, że w Polsce według ich szacunków co czwarty przetarg jest ustawiony. Co czwarty przetarg. Wiele tych pieniędzy…
Prawda;Nie widzimy, żeby region łódzki, ten, który ja reprezentuję, zmniejszył swoją różnicę do Warszawy. Wręcz przeciwnie – wyludnia się województwo łódzkie, (…)
Prawda;Polska jest największym z biednych i najbiedniejszym z wielkich krajów Unii, w tej szóstce jesteśmy najbiedniejsi, a spośród wszystkich biednych krajów Unii jesteśmy najwięksi (…)
Prawda;Panie redaktorze, moim zdaniem były bardzo dobrze wydawane. Na 1 marca wydaliśmy z poprzedniej perspektywy 327 mld zł. Jesteśmy liderem, jeżeli chodzi o wydawanie środków pomimo tego, że mamy największą pulę, niejednokrotnie byliśmy w środowiskach Unii Europejskiej poprzez Komisję Europejską chwaleni za wydatkowanie tych środków (…)
Nieweryfikowalne;W woj. podlaskim śmiertelność z powodu chorób nowotworowych jest o 30% wyższa niż w woj. wielkopolskim.
Prawda;Karty zielone, te karty diagnostyki może wydrukować i wypełnić dla pacjenta zarówno lekarz rodzinny jak i lekarz specjalista. (…)  Różnica polega tylko na tym, ze lekarz rodzinny, który zajmuje się bardzo wieloma różnymi chorobami, ma prawo wypełnić tą kartę wtedy kiedy podejrzewa chorobę nowotworową, zaś specjalista wtedy, kiedy ja stwierdzi.
Manipulacja;W Wielkiej Brytanii jest tak, że od momentu wystawienia skierowania przez lekarza rodzinnego do rozpoczęcia leczenia musi minąć 62 dni. W Wielkiej Brytanii obowiązkowe jest konsylium, czyli grupa lekarzy, która otacza pacjenta całościową, kompleksową opieką.
Prawda;Bo barierą większą niż leczenie, jest diagnostyka w Polsce. Dłużej się czeka na diagnostykę niż na leczenie.
Prawda;Lekarz pierwszego kontaktu wbrew pozorom ma większe uprawnienia niż lekarz specjalista, ponieważ lekarz pierwszego kontaktu może w każdej sytuacji taką kartę założyć, natomiast lekarz specjalista może ją założyć wyłącznie w momencie, kiedy nowotwór jest już rozpoznany.
Manipulacja; 
Prawda;[wskaźnik inflacji] jest on poniżej jednego na minusie,
Prawda;czy jest kraj w Europie, który ma jednolitą stawkę VAT?
Prawda;I pierwsze dane dotyczące na przykład rynku pracy w tym roku są budujące. Cały czas (1)po odsezonowaniu mamy do czynienia ze spadkiem stopy bezrobocia, wzrostem zatrudnienia, po raz pierwszy od pewnego czasu nie tylko (2) bezrobocie łącznie zharmonizowane według statystyk europejskich jest sporo poniżej unijnej, ale także (3) bezrobocie wśród młodych jest także mniejsze od przeciętnej w Unii Europejskiej, tutaj mam raczej dobre wiadomości, chociaż tempo poprawy jest niewątpliwie mniejsze niż było w 2014 roku
Prawda;(…) jeżeli szef służby nie mówi prawdy członkom komisji nie spotykają go z tego tytułu żadne konsekwencje.
Fałsz;Komisja do spraw służb specjalnych jest ciałem, które tak naprawdę wysłuchuje informacji od szefów służb. Nie ma żadnych uprawnień żeby weryfikować te informacje
Prawda;Rosja tak też mówi o brygadzie polsko-ukraińsko-litewskiej, zapominając o tym, że największy postęp w tworzeniu tej brygady osiągnęliśmy za rządów prezydenta Janukowycza. Projekt jest z 2009 roku.
Prawda;Przecież współpracujemy i wysyłamy instruktorów na ukraińskie uczelnie od półtora roku
Prawda;I jeśli dzisiaj mówi się o zarzutach, że to Węgry rozbijają europejską solidarność, no to ja się pytam, a co robiły wtedy Niemcy, kiedy budowały właśnie gazociąg północny, czy Francja, przymierzając się do sprzedaży broni nie na Ukrainę, tylko do Rosji właśnie i to się działo już po wybuchu konfliktu wokół Krymu. Francja jeszcze wtedy dyskutowała o tym, jak zrobić żeby sprzedać Rosji, a nie Ukrainie broń.
Prawda;Wielokrotnie zabieraliśmy głos w sprawie sytuacji w polityce zagranicznej, różniliśmy się tutaj zdaniem od naszego koalicjanta, my nie pielgrzymowaliśmy, powtarzam już kolejny raz, na Majdan, bo mieliśmy trochę wyobraźnie, co się może wkrótce zadziać.
Prawda;Znaczy od wczoraj znamy już pewnie zdanie Andrzeja Dudy, bo ujawnił się prezes Kaczyński, który powiedział m.in., że jest zwolennikiem wysyłania broni na Ukrainę (…)
Fałsz;Premier Cameron wywiązuje się przez to, szkoda, że tak późno z memorandum budapesztańskiego, kiedy to Wielka Brytania i Stany Zjednoczone wespół z Rosją przy gwarancjach integralności dla Ukrainy, przy przekazaniu broni jądrowej Rosji dały te gwarancje integralności dla Ukrainy.
Prawda;To [wojna z Ukrainą] jest też można powiedzieć efekt samej polityki Władimira Putina i na tym też tracą Rosjanie i myślę, że za jakiś czas Władimir Putin zda sobie sprawę, że to również dobija rosyjską gospodarkę, to już dzisiaj pokazują te wskaźniki makroekonomiczne i prezydent Rosji powinien mieć tego świadomość.
Prawda;Rosjanie pisali o Donaldzie Tusku „nasz człowiek w Warszawie”
Prawda;Polska jest liderem produkcji np. drobiu w Europie i bardzo dużo mięsa drobiowego szło na rynki azjatyckie czy rynki żydowskie.
Nieweryfikowalne;Większość Polaków chciałoby normalizacji stosunków z Rosją
Prawda;W wyborach prezydenckich trochę mniej niż połowa osób nie chodzi na wybory.
Fałsz;Jesteśmy też tym krajem, gdzie procentowo najwięcej osób jest osadzonych w więzieniach.
Nieweryfikowalne;Jesteśmy na 1 miejscu na świecie jeśli chodzi o liczbę wyroków w zawieszeniu.
Nieweryfikowalne;Jacek Bańka: Mamy też zmiany w kodeksie karnym. Mniej „zawiasów”, więcej grzywien i kar łączonych. To coś zmieni?
Manipulacja;Byłem pierwszym ministrem, który się zgodził na ekstradycję do USA naszego obywatela.
Prawda;Oskarżenie państwa polskiego o sfałszowanie wyborów to szaleństwo polityczne. To nonsensowne oskarżenia, w które wierzy tylko 8% Polaków
Prawda;I trzeba obniżyć progi wyborcze: 5 proc. i 8 proc. w wypadku koalicji, bo to betonuje scenę polityczną. W Europie te progi są niższe i nic złego się nie dzieje.
Prawda;Palikot, gdy jeszcze był socjalistą i chciał, by państwo budowało fabryki, przygotował bardzo dobry pakiet ustaw antytransferowych.
Fałsz;W Polsce biznes płaci najniższe podatki w Europie.
Manipulacja;Po czym przychodzą realne wybory, jak chociażby te w niedzielę, które miały miejsce na Śląsku, uzupełniające do Senatu i w mateczniku Platformy Obywatelskiej, w powiatach, które do tej pory były takim, można powiedzieć wręcz, dla Platformy Obywatelskiej bardzo zasobnym terenem, kandydat Platformy Obywatelskiej zostaje pokonany przez senatora Czesława Ryszkę z Prawa i Sprawiedliwości dwukrotnie większą liczbą głosów.
Prawda;Japonia jest największym inwestorem azjatyckim w Polsce.
Prawda;Niektóre państwa Bałtyckie wydają mniej niż 1% PKB na obronność.
Nieweryfikowalne;Mam partię. Nic się nie rozpuściła, wczoraj 140 osób wstąpiło, wczoraj, w jednym dniu do partii, mogę pani przysłać dzisiaj listę tych ludzi, którzy proponują założenie klubów, zorganizowanie objazdów.
Prawda;Wczorajszy sondaż IPSOS pokazuje 7 proc. dla mnie.
Fałsz;Przecież on [Jarosław Kaczyński] zawsze namawiał do bardziej agresywnego działania, to jego kandydat wyciągnięty swoją drogą z kapelusza, królik Andrzej Duda chciał wysyłać wojska polskie na Ukrainę.
Fałsz;Sankcje rosyjskie głównie uderzyły w Polskę póki co, a nie w kraje Zachodu.
Prawda;Energia na rynku amerykańskim jest znacznie tańsza niż europejskim.
Prawda;Na przykład dla chemii, bo w chemicznym przemyśle, zwłaszcza nawozów sztucznych ponad połowa kosztów to są koszty gazu ziemnego, gazu z łupków czy gazu inaczej wydobywanego (…)
Fałsz;Nasz rynek towarów spożywczych, my dzisiaj mamy 20 miliardów złotych do przodu rocznie. My dzisiaj naprawdę eksportujemy dużo więcej niż importujemy.
Nieweryfikowalne;Jeśli chodzi o normy środowiskowe, Europa ma znacznie wyższe, np. dla chemikaliów, słynny REACH. On kosztuje nas pół procenta-jeden procent, firmy chemiczne (…)
Prawda;Niemcy mają gorsze tempo rozwoju niż Polska.
Prawda;Ludzie w ogóle nie wiedzą, że VAT np., czy akcyzy to zależą od Unii Europejskiej.
Prawda;Natomiast podatki dochodowe są w gestii poszczególnych autonomicznych krajów
Fałsz;Trzeba powiedzieć jasno, rolnicy nie chcą wcale dopłat. Chcą, żeby się Unia od nich odczepiła.(…) Wtedy sobie rolnicy poradzą bez tych 200 zł od hektara.
Fałsz;Nie ma relacji z Unią Europejską, bo my jesteśmy Unią Europejską w tej chwili, prawda? To tak jak relacje województwa mazowieckiego z Polską. Nie ma.
Prawda;Minister Sawicki cały czas deklaruje, iż jest otwarty na rozmowy. W zeszłym tygodniu spotkał się z liderami 17 stowarzyszeń rolniczych, rozmawiał, powołano 6 roboczych zespołów.
Fałsz;Jeśli chce się być bezpiecznym, trzeba inwestować w swoją obronność. Polska jest w @NATO prymusem jeśli chodzi o nakłady na obronność.
Prawda;Obecnie w Wojsku Polskim jest 20% oficerów, 37% – podoficerów, 40% szeregowych i 3% służby kandydackiej.
Prawda;W służbie w Wojsku Polskim jest w tej chwili 86 generałów. Pan Paweł Kukiz nie ma pojęcia o czym mówi
Fałsz;Mamy, z tego co pamiętam, 200 generałów.
Prawda;Nie jest prawdą, że ceny u nas są najniższe w UE. Według danych z 8 lutego br. cena np. tusz wieprzowych jest u nas wyższa niż średnia w UE.
Manipulacja;Jeśli 80% zeszłorocznych maturzystów mówiło, że nie widzi w Polsce żadnej perspektywy dla siebie.
Fałsz; 
Prawda;Dlatego że 1 maja 2016 roku kończy się okres ochronny na zakup polskiej ziemi, przyjadą cudzoziemcy kupować polską ziemię i polscy rolnicy będą w tym momencie biedni, zadłużeni (…)
Prawda;Każdorazowo po 1990 roku wystawialiśmy kandydatów w wyborach prezydenckich.
Prawda;Miedziana Góra, gdzie pracuje [moja żona – przyp.], nie jest w czołówce efektywności uzyskiwania funduszy unijnych.
Prawda;Przecież mój brat nie został radnym sejmiku w wyniku nominacji marszałka województwa. Uzyskał w wyborach ponad 5300 głosów.
Prawda;Turcja, która pierwsza przyjęła tę konwencję, naprawdę…[]
Fałsz;[przegłosowanie konwencji] To nie jest sukces, pani redaktor. To jest standard, który dzisiaj, jak pani pojedzie do jakiegokolwiek europejskiego kraju,(…) naprawdę…
Prawda;Ja jestem kierownikiem Urzędu Stanu Cywilnego zgodnie z ustawą o aktach stanu cywilnego
Manipulacja;Potrzebna jest ustawa, która będzie chroniła polską ziemię i polskich rolników zarazem. Taka ustawa została przygotowana przez Prawo i Sprawiedliwość, pan europoseł Janusz Wojciechowski ją przygotowywał, ale ona leży w zamrażarce sejmowej, pan marszałek nad nią nie proceduje.
Prawda;Pamiętajmy, że 1 maja 2016 roku zostają zdjęte ograniczenia w obrocie polską ziemią rolną, to poważny problem, zwłaszcza na zachodzie i północy kraju.
Fałsz;[O Bronisławie Komorowskim] Być może z różnymi ludźmi się spotyka, ale z tymi którzy przyszli w sprawie referendum dotyczącego wieku emerytalnego i przynieśli 2 i pół miliona podpisów się nie spotkał.
Prawda;Wprawdzie wczoraj udało się w Zgromadzeniu Parlamentarnym, ale Rady Europy, nie Unii Europejskiej, tylko Rady Europy udało się podjąć decyzję o czasowym wykluczeniu Rosji, nie ze Zgromadzenia, tylko z możliwości głosu, czyli pozbawienia praw udziału de facto w Zgromadzeniu, czasowo.
Prawda;Pobudzaniu przedsiębiorczości służy inicjatywa nowelizacji ordynacji podatkowej wprowadzająca zasadę in dubio pro tributario, nakazująca rozstrzyganie wątpliwości podatkowych na korzyść podatnika jeśli są niejasności w przepisach prawnych.
Prawda;Dobry Kilmat dla Rodziny: na ten korzystny program złożyły się i rządowe i samorządowe i Karty Dużych Rodzin i inne działania, także urzędu prezydenckiego. Na ten Dobry Klimat złożyły się także zmiany w systemie podatkowym, który zawsze wymaga wspólnego działania z rządem. Umożliło to, że ponad milion rodzin w Polsce będzie mogło wykorzystać ulgi podatkowe na dzieci.
Prawda;Ponad 3/4 wszystkich obywateli kraju obdarza mnie zaufaniem.
Fałsz;[pakiet onkologiczny]
Prawda;(…) bo tak to mniej więcej jest, prezydent ma 60 proc. akceptacji, najwięcej pan Duda – kilkanaście.
Prawda;ranking Health Consumer Powerhouse dot. służby zdrowia. W UE Polska trzecia od końca, przed Litwą i Rumunią
Manipulacja;Dzisiaj takie sprawy (dla par homoseksualnych – przyp. red.), jak kwestie spadkowe, dostępu do informacji medycznych mogą być realizowane na podstawie umowy notarialnej
Prawda;Mamy 1 mld kg mleka, mamy 37 mln obywateli, na obywatela wychodzi 270 kg mleka.
Prawda;Polska w tamtym roku przekroczyła kwoty [głos w studiu: Tak jest, o 30 gr na kilogramie.] …mleczne, ale Unia Europejska nie wykorzystała ogólnounijnej kwoty mlecznej.
Prawda;Rzeczywiście trzeba uczciwie powiedzieć, że ceny dla producentów rolnych w zasadzie wszystkich produktów rolniczych bardzo wyraźnie spadły. Nie chciałbym tego przypominać, te najbardziej drastyczne spadki cen to rzędu 60, nawet 70%, np. jeżeli chodzi o rośliny okopowe. Na wszystkich rynkach mamy bardzo wyraźny kryzys, to jest spadek bardzo wyraźny dochodów rolniczych.
Prawda;Od września zabiegam o dopłaty do eksportu i prywatnego przechowalnictwa. KE rozważa, analizuje, bada. Juz czas na podjęcie decyzji #embargo
Prawda;Ja pomogłem rolnikom w ramach de minimis. Nie są to odszkodowania za straty łowieckie, za szkody łowieckie wyrządzone przez zwierzęta. Są to odszkodowania dla gospodarstw położonych w rejonie ograniczeń ASF, a nie odszkodowania za straty łowieckie. Więc tych odszkodowań rolnicy mogą dochodzić i wiem, że kilkadziesiąt gospodarstw na drogę sądową wkroczyło (…)
Manipulacja;(…) natomiast jasno komisarz ds. zdrowia i komisarz ds. rolnictwa w poniedziałek oświadczyli, i to jest w protokole z tego posiedzenia, że nie ma zgody Komisji Europejskiej na dwustronne negocjacje odstępstw od embarga z Rosją.
Prawda;Jeszcze raz podkreślam, my musimy wspólnie – ministerstwo, organizacje rolnicze i agencja – jak najszybciej poinformować rolników o tym, jakie są możliwości. A przypomnę, 42,5 mld euro do zagospodarowania w najbliższych 6 latach. Ten, kto dobrze przygotuje wniosek, to zamiast dostać kwotę podstawową w płatnościach bezpośrednich 184 euro, może uzyskać 700.
Prawda;No, wie o tym doskonale i pan Izdebski, i rolnicy, że nie, że dopłaty produkcyjne są możliwe do hodowli bydła, natomiast nie są możliwe do hodowli trzody chlewnej, ale są możliwe dopłaty inwestycyjne.
Manipulacja;20% Polaków ma do mnie zaufanie. To jest bardzo dużo, wie pan. Podobne notowania miał Jarosław Kaczyński (…)
Prawda;Niektóre pracownie sondażowe już nie podają wyników Twojego Ruchu, mimo że jesteśmy klubem, jesteśmy w parlamencie i powinny być, natomiast najgorsze te sondaże powinny być uwzględniane.
Fałsz;Na 241 mln osób w wieku produkcyjnym w UE, 7,5 mln pracuje w innym kraju europejskim.A więc niewiele. Ale w tych 7, 5 mln.jest 2 mln Polaków
Fałsz;Dzięki mojej determinacji i presji na rząd i Prezydenta, pigułka po będzie w Polsce dostępna bez recepty! #mlodziezkontra
Nieweryfikowalne;(…)jak się wczytamy dokładnie w dokument rejestracyjny i w badania kliniczne, to jest to lek, którzy zażyty w ciąży nie powoduje zagrożenia dla tej ciąży.
Manipulacja;Jak zauważa lekarz, „publikacje naukowe nie potwierdzają też, by szerokie udostępnienie antykoncepcji po stosunku zmniejszało w populacji częstość aborcji.”
Manipulacja;W Wielkiej Brytanii, gdzie zabijanie dzieci jest legalne działa także w ten sposób (nie dopuszczając do zagnieżdżenia się zapłodnionej komórki jajowej – przyp. red.), a w Polsce (…) „inteligentna pigułka” rezygnuje z takiego działania.
Manipulacja;pigułka „dzień po” to jest po prostu ekspresowa aborcja
Prawda;Mamy 34 różne podatki [obciążające górnictwo]. Być może trzeba niektóre z nich obniżyć, bo jest dekoniunktura.
Manipulacja;KW jeszcze 2 lata temu miała ponad 500 mln złotych zysku.
Manipulacja;W tym fatalnym programie dla Kompanii Węglowej nie ma żadnej stabilności wynagradzania i stabilności pracy dla osób, które miałyby się znaleźć w nowej, docelowej spółce.
Fałsz;Osiem lat temu eksportowaliśmy około 15 mln ton węgla.
Fałsz;Problemy [w Kompanii Węglowej] zaczęły się od 2009 roku.
Prawda;Na samym początku Kompanią zarządzali ludzie z nadania politycznego. Potem przyszli fachowcy i Kompania nie przynosiła już strat. Aż do 2012 roku nie było tak, by koszty przewyższały przychody.
Nieweryfikowalne;Jakieś obietnice opowiadane, że się stworzy w miesiąc wspaniały program rewitalizacji Śląska, [to z całym szacunkiem, to są najzwyczajniej w świecie pierdoły.]
Manipulacja;Koalicja zachowała się skandalicznie nie biorąc pod uwagę poprawek, które zgłaszał PiS i SLD, dotyczących tego, aby w tej ustawie były chociażby takie zapisy jak konsultacje społeczne ze związkami zawodowymi i samorządowcami ws. alokacji lub likwidacji kopalń.
Fałsz;Kwiatkowski, NIK: od roku ’90 mieliśmy 20 kontroli dot. polskich kopalni
Fałsz;Ja też słyszałem od kandydata PiS na prezydenta, który powiedział, że powinniśmy wysłać żołnierzy na Ukrainę. I to jest przerażające, bo jeśli priorytetem w programie wyborczym przyszłego prezydenta jest taka deklaracja, to ja mogę odpowiedzieć tylko jedno: PiS zawsze ciągnęło do wojny, a Platforma chciała pokoju.
